"Advertiser Name","Advertiser URL","MID","Advertiser Description","Link to T&C","Link to Program History","Link to Home Page","Status","Contact Name","Contact Title","State","City","Address","Zip","Country","Phone","Email Address","Commission Terms","Offer","Offer Type","Year Joined","Expiration Date","Return Days","Transaction Update Window","TrueLock","Premium Status","Baseline Commission Terms","Baseline Offer","Baseline Offer Type","Baseline Expiration Date","Baseline Return Days","Baseline Transaction Update Window","Baseline TrueLock"
"EssayEdge.com","http://www.cunet.com/","39080","EssayEdge is the one source for admissions essay editing and a one-stop shop for applicants seeking to make their essays the best they can be. l. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39080&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=317338&type=3&subid=0","Active","Daniela Temiz","Media Supervisior","New Jersey","Paramus","461 From Road ","07652","US","2014777856","daniela.temiz@cunet.com","12.00%-15.00% commission on all goods","3.1","% of Sale","2014"," 18-DEC-16","60","90","N","N/A","12.00%-15.00% commission on all goods","3.1","% of Sale"," 18-DEC-16","60","90","N",
"FSAstore.com","http://fsastore.com/","38690","FSAstore.com is committed to making it easy and convenient for flexible spending account participants to use their FSA. FSAstore.com is the only one-stop-shop exclusively stocked with FSA eligible products. Everything is FSA eligible for reimbursement.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38690_323605.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38690&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=323605&type=3&subid=0","Active","Team OPMpros.com","Affiliate Program Manager","Quebec","Montreal","5000 Jean-Talon West Suite 290","H4P 1W9","CA","514.341.7767","FSAstore@opmpros.com","private |2.00% commission on all goods; [private |5.00% commission on selected goods,; private |2.00% commission on selected goods]; ","46.1","% of Sale","2013"," 31-DEC-14","30","90","N","N/A","private |2.00% commission on all goods; [private |5.00% commission on selected goods,; private |2.00% commission on selected goods]; ","46.1","% of Sale"," 31-DEC-14","30","90","N",
"Famous Footwear","http://www.famousfootwear.com/","38507","Victory is Yours. It's more than a statement, it's a promise that a victory is waiting at Famous.com. An assurance that you'll bag the hottest brands and the latest trends so you feel like you've truly scored. And that's a victory for everyone.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38507_20130606_161713.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38507&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=294543&type=3&subid=0","Active","Erin Buehler","Affiliate Marketing Specialist","Missouri","St. Louis","8300 Maryland Ave. ","63105","US","3148542757","ebuehler@brownshoe.com","13.00% commission on all goods","3.1","% of Sale","2014"," 16-NOV-14","90","90","N","N/A","13.00% commission on all goods","3.1","% of Sale"," 16-NOV-14","90","90","N",
"Fergie Footwear","http://www.fergieshoes.com/","38506","FergieShoes.com strives to capture the essence of the Grammy award-winning superstar with unabashedly sexy, indulgent footwear that caters to fashion-forward women. Whatever the occasion, you?ll always feel glamorous in Fergie shoes, boots and sandals. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38506_20130606_215016.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38506&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=294542&type=3&subid=0","Active","Erin Buehler","Affiliate Marketing Specialist","Missouri","St. Louis","8300 Maryland Ave. ","63105","US","3148543640","ebuehler@brownshoe.com","10.00% commission on all goods","5.1","% of Sale","2014"," 23-SEP-14","90","90","N","N/A","10.00% commission on all goods","5.1","% of Sale"," 23-SEP-14","90","90","N",
"Filthy Fragrance","http://filthyfragrance.com/","39104","HEAVY  discounts.
1. Up to 80% Off
2. Free Shipping on all orders of $89 and above
3. 100% Customer Satisfaction
7. TM+Keyword Allowed","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39104_20131203_215157.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39104&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=318467&type=3&subid=0","Active","Jessy Brancato","Sr: Affiliate Manager","Florida","Orlando","PO Box 1488 51 E. Jefferson Street","32802","US","6318050896","filthyfragrance@accessaffiliates.com","private |15.00% commission on all goods","4.1","% of Sale","2014"," 30-DEC-19","120","90","N","N/A","15.00% commission on all goods","3.1","% of Sale"," 01-DEC-18","120","90","N",
"FlowerAdvisor","http://www.floweradvisor.com/","37593","FlowerAdvisor is an International Flower & Gifts delivery that delivers to more than 110 countries in the world with locally competitive pricing and same day delivery! We also provides wide variety of gifts for all occasion from Birthday to Christmas!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37593&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=260296&type=3&subid=0","Active","FlowerAdvisor","Affiliate Manager","Central Singapore","Singapore","25B Bukit Pasoh Road ","089839","SG","989-847-6252","affiliate@floweradvisor.com","private |8.00% commission on all goods","4.1","% of Sale","2013"," 18-APR-15","12","90","N","N/A","private |12.00%-15.00% commission on all goods","6.1","% of Sale"," 30-DEC-14","30","90","N",
"FlowerShopping.com","http://www.flowershopping.com/","38726","Fresh Flowers and Plants from FlowerShopping.com -
Here?s a fresh take on how to earn fantastic commissions: join now as an affiliate of FlowerShopping.com, provider of fresh flowers and plants with same-day delivery and outstanding customer care.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38726&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=299948&type=3&subid=0","Active","Scott Wanamaker","Affiliate Program Manager","Colorado","Denver","1675 Larimer Street Suite 640","80205","US","303-895-3581","FlowerShopping@eaccountable.com","8.00% commission on all goods","2.1","% of Sale","2014"," 31-DEC-18","10","90","N","N/A","8.00% commission on all goods","2.1","% of Sale"," 31-DEC-18","10","90","N",
"Folica","http://www.folica.com/","38518","Folica.com is a leading e-commerce website with hair products, tools, and expert advice on care and styling. At Folica.com you can find what you need to get the look you want and make every day a great hair day.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38518_20130619_151438.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38518&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=295113&type=3&subid=0","Active","Natalie Afshar","Account Manager","New York","New York","740 Broadway, Suite 701 ","10003","US","2129256558","natalie@directagents.com","8.00% commission on all goods","3.1","% of Sale","2014"," 31-DEC-18","90","90","N","N/A","8.00% commission on all goods","3.1","% of Sale"," 31-DEC-18","90","90","N",
"Funsational","http://www.funsational.com/","37526","Providing printable party games for over 10 years an have over 500 products available! Our great collection of printable party games are perfect for holiday parties, classroom use, baby and bridal showers, or for a bit of everyday fun.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37526_20120504_210028.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37526&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=260204&type=3&subid=0","Active","Danielle Dougherty","Affiliate Manager","Idaho","Coeur d' Alene","610 W. Hubbard St. Suite 125 & 126","83814","US","800-208-6215 ext 107","affiliates@funsational.com","private |30.00% commission on all goods","16.1","% of Sale","2013"," 21-JUN-17","90","90","N","N/A","30.00% commission on all goods","15.1","% of Sale"," 01-JUN-17","90","90","N",
"Gaiam.com, Inc","http://www.gaiam.com","2311","Leading natural living destination including yoga, pilates, solar and more.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=2311_20120815_145704.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=2311&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=318312&type=3&subid=0","Active","Samuel Brooks","Gaiam Affiliate Program Partner Support","Colorado","Broomfield","360 Interlocken Blvd. 3rd Floor","80021","US","303-222-8245","gaiam@eaccountable.com","private |7.00%-14.00% commission on all goods; [private |1.00% commission on selected goods,; private |0.00% commission on selected goods]; ","324.1","% of Sale","2013"," 31-DEC-16","15","90","N","Premium","7.00%-14.00% commission on all goods","312.1","% of Sale"," 27-JAN-15","15","90","N",
"Gander Mountain","http://www.gandermountain.com/","38720","Outdoor Sportsman's Supplies.  We Live Outdoors","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38720_20130906_141528.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38720&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=307656&type=3&subid=0","Active","Stefanie Berry","Affiliate Marketing","Minnesota","Saint Paul","180 5th St E Ste 1300 ","55101","US","651-325-4000","Placeholder@linkshare.com","5.00% commission on all goods; [0.00% commission on selected goods]; ","3.1","% of Sale","2014"," 21-APR-14","14","90","N","N/A","5.00% commission on all goods; [0.00% commission on selected goods]; ","3.1","% of Sale"," 21-APR-14","14","90","N",
"Giorgio Brutini","https://www.giorgiobrutini.com/","39062","Giorgio Brutini is a modern mens footwear brand that delivers an edge of irreverence for the confident man. Featured in Esquire, I Am Galla, Haute Look, Gilt Man, and Dappered. Outspoken, in style.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39062_20131127_211320.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39062&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=315796&type=3&subid=0","Active","Gabriel Marcial","Digital Strategist","New York","Brooklyn","9 St Johns Place ","11217","US","2012493980","gabe@ninelinesconsulting.com","11.00% commission on all goods","3.1","% of Sale","2014"," 02-DEC-14","10","90","N","N/A","11.00% commission on all goods","3.1","% of Sale"," 02-DEC-14","10","90","N",
"Gitzo","http://www.gitzo.us/","38487","Gitzo tripods, monopods, heads and accessories set the Photo Industry standard for excellence. Gitzo has a wide range of supports for large, medium and small format cameras, for film or digital technology, for still photography, studio & location work.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38487&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=293380&type=3&subid=0","Active","Kent Heltne","VP Sales","Arizona","Scottsdale","13118 N. 145th Way ","85259","US","4806597874","kenth@eaccountable.com","private |6.00% commission on all goods","3.1","% of Sale","2013"," 31-DEC-18","10","90","N","N/A","6.00% commission on all goods","2.1","% of Sale"," 31-DEC-18","10","90","N",
"GlassesSpot.com","http://www.glassesspot.com/","38302","GlassesSpot.com was founded by doctors who wanted to provide quality eyewear and sunglasses at great prices for everyone!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38302&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=289989&type=3&subid=0","Active","Ahuva Nelkenbaum","Account Manager","New York","Brooklyn","20 Jay Street Suite 305","11201","US","6462908127","glassesspot@bluecherrygroup.com","private |9.00% commission on all goods; [private |12.00% commission on selected goods]; ","5.2","% of Sale","2013"," 01-DEC-18","30","90","N","N/A","9.00% commission on all goods; [12.00% commission on selected goods]; ","10.1","% of Sale"," 31-DEC-18","30","90","N",
"Global Rebels","http://globalrebels.com/","38682","Global Rebels

Global Rebels Inc. produces and provides the most stylish and trendy Rock Star gear on the Internet.

Founded in 2006 by legendary designer Christopher Wicks, Global Rebels established itself by offering fashions with style and flair.
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38682&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=298548&type=3&subid=0","Active","Andy Spears","Afiliate Marketing Manager","Tennessee","Memphis","8000 Centerview Parkway Suite 203","38018","US","(901) 672-7243","affiliate@globalrebels.com","5.00% commission on all goods","4.1","% of Sale","2014"," 12-JUL-15","10","90","N","N/A","5.00% commission on all goods","4.1","% of Sale"," 12-JUL-15","10","90","N",
"GolfEtail.com","http://www.golfetail.com","35397","We're a leading retailer of brand name, discount golf equipment, apparel shoes and accessories. We've got free shipping on orders over $99 - and just $5.99 for all other orders. We ship internationally.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=35397&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=222259&type=3&subid=0","Active","Yana Robbins","Affiliate Marketer","Massachusetts","Wilbraham","22 Pleasant View ","01095","US","(646) 271-1311","affiliatesupport@golfetail.com","6.00%-8.00% commission on all goods","11.1","% of Sale","2012"," 24-MAR-14","30","90","N","N/A","6.00%-8.00% commission on all goods","11.1","% of Sale"," 24-MAR-14","30","90","N",
"Grafic","http://www.grafic.com/","38512","Grafic is a cutting-edge retailer founded in 2003 just north of Toronto. Curated for the modern, fashion forward individual, Grafic offers a complete collection of designer apparel and accessories.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38512_20130607_000729.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38512&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=294307&type=3&subid=0","Active","Affiliate Manager","Affiliate Manager","California","Santa Cruz","2125 Delaware Avenue Suite E","95060","US","831-464-1441","grafic@affiliatetraction.ca","6.00% commission on all goods","3.1","% of Sale","2014"," 11-JUN-15","30","90","N","N/A","6.00% commission on all goods","3.1","% of Sale"," 11-JUN-15","30","90","N",
"HOWARDstore","http://www.howardstore.com/","38554"," Join forces with a company you can trust. Howard is leader in computer parts and accessories and has over 38 years of experience. Selling our products on your website links your customers to a company you can both depend on for top quality products.
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38554_20130719_161016.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38554&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=300100&type=3&subid=0","Active","Shawn West","Program Manager","Mississippi","Laurel","P.O. Box 1590 ","39441","US","6013995026","swest@howard.com","5.00% commission on all goods; [3.00% commission on selected goods,; 4.00% commission on selected goods,; 5.00% commission on selected goods,; 7.00% commission on selected goods]; ","13.40","% of Sale","2014"," 25-JUL-14","30","90","N","N/A","5.00% commission on all goods; [3.00% commission on selected goods,; 4.00% commission on selected goods,; 5.00% commission on selected goods,; 7.00% commission on selected goods]; ","13.40","% of Sale"," 25-JUL-14","30","90","N",
"Hairextension Buy.com","http://www.hairextensionbuy.com/","38810","IZIGET established HairExtensionBuy.com to make every people can afford highly quality hairextensions.
we offer worldwide shipping.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38810&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=309777&type=3&subid=0","Active","kevin","online sales manager","Chongqing","chongqing","cq cq","400010","CN","18680754865","kevinizidress@gmail.com","12.00%-18.00% commission on all goods","3.1","% of Sale","2014"," 30-APR-14","45","90","N","N/A","12.00%-18.00% commission on all goods","3.1","% of Sale"," 30-APR-14","45","90","N",
"Health to Happiness","http://www.theswedishdiet.com","35947"," ""Health to Happiness believes that a happier life begins with a healthier life. We provide The Swedish Diet for natural, efficient, sustainable and drug free Weight Loss"" 
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=35947&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=269337&type=3&subid=0","Active","Dennis Bergstrom","CEO","Florida","Largo","7261 Bryan Dairy Rd ","33777","US","727-641-1050","dennis@healthtohappiness.com","private |30.00%-35.00% commission on all goods","8.1","% of Sale","2013"," 22-AUG-14","10","90","N","N/A","30.00%-35.00% commission on all goods","7.1","% of Sale"," 12-JUN-14","45","90","N",
"HeatAndCool.com","http://www.heatandcool.com/","37216","HeatAndCool.com is America?s first and largest online home comfort super store. Heat And Cool sell's air conditioning and heating systems for home or commercial use at discounted wholesale prices.
Every order earns 6% commission with high AOV!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37216_20111109_170309.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37216&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=244576&type=3&subid=0","Active","Paulson Management Group, Inc.","Affiliate Manager","Colorado","Boulder","1942 Broadway Suite 314 ","80301","US","3032093746","hc@paulsonmanagementgroup.com","private |6.00% commission on all goods","6.2","% of Sale","2013"," 19-JAN-16","30","90","N","N/A","6.00% commission on all goods","5.2","% of Sale"," 01-JAN-16","30","90","N",
"HerbsPro","http://www.herbspro.com/","38469","
HerbsPro.com is one of the world's largest and most comprehensive website on vitamins and herbal supplements, HerbsPro offers the widest range of  highest quality products from top name brands at unbeatable prices.


","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38469&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=295307&type=3&subid=0","Active","HerbsPro.com","Affiliate Manager","California","Union City","33453 Western Ave ","94587","US","5103242900","affiliates@herbspro.com","private |10.00% commission on all goods","4.1","% of Sale","2013"," 18-AUG-14","60","90","N","N/A","10.00% commission on all goods","3.1","% of Sale"," 18-AUG-14","60","90","N",
"Hurley","http://www.hurley.com/","38369","Be a part of Hurley, the most innovative surf brand in the industry.
 
Hurley has a culture all its own ? it's loud; it's music, it's art. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38369&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=289800&type=3&subid=0","Active","Affiliate Manager","Affiliate Manager","California","Santa Cruz","2125 Delaware Avenue Suite E","95060","US","831-464-1441","hurley@affiliatetraction.com","7.00% commission on all goods","3.1","% of Sale","2013"," 30-APR-15","30","90","N","N/A","7.00% commission on all goods","3.1","% of Sale"," 30-APR-15","30","90","N",
"INFURN USA LLC","http://www.infurn.com/","38552","Be a part of the #1 affiliate program for iconic design furniture, modern reproductions and contemporary classics. It?s free to join, so get started with us today!
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38552_303855_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38552&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=303855&type=3&subid=0","Active","Team OPMpros.com","Affiliate Program Manager","Quebec","Montreal","5000 Jean-Talon West Suite 290","H4P 1W9","CA","514-341-7767","Infurn@opmpros.com","8.00% commission on all goods","12.2","% of Sale","2014"," 31-MAR-14","30","90","N","N/A","8.00% commission on all goods","12.2","% of Sale"," 31-MAR-14","30","90","N",
"Jam Paper & Envelope","http://www.jampaper.com/","38247","JAM Paper & Envelope has been around for over 55 years. We offer a wide range of color envelopes, plastic envelopes, colorful paper, folders, gift bags, portfolios and gift boxes to help businesses and individuals look professional, creative, and smart.
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38247_287865_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38247&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=287865&type=3&subid=0","Active","Nikki Cabezal","JAM Marketing Manager","New Jersey","Northvale","185 Legrand Avenue ","07647","US","2015676666","nikki@jampaper.com","private |7.00% commission on all goods","4.2","% of Sale","2013"," 31-DEC-18","45","90","N","N/A","7.00% commission on all goods","3.3","% of Sale"," 31-DEC-18","45","90","N",
"JuiceBeauty.com","http://www.juicebeauty.com/","38268","Juice Beauty?s mission is to lead the industry with high efficacy and authentically organic beauty products while inspiring the ultimate customer experience.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38268_20130417_173054.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38268&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=307738&type=3&subid=0","Active","JuiceBeauty Affiliate Team","Affiliate Marketing Manager","California","San Rafael","711 Grand Ave. ","94901","US","4154574600","Affiliates@JuiceBeauty.com","private |10.00% commission on all goods","15.1","% of Sale","2013"," 31-DEC-14","365","90","N","N/A","8.00%-10.00% commission on all goods","3.2","% of Sale"," 16-SEP-14","30","90","N",
"Kata Bags","http://www.kata-bags.us/","38497","Making great commissions is in the bag when you become an affiliate of Kata-Bags.us?supplier of lightweight, protective carrying solutions and bags for photo and video equipment. 
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38497&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=293154&type=3&subid=0","Active","Kent Heltne","VP Sales","Arizona","Scottsdale","13118 N. 145th Way ","85259","US","4806597874","kenth@eaccountable.com","private |6.00% commission on all goods","3.1","% of Sale","2013"," 31-DEC-18","10","90","N","N/A","6.00% commission on all goods","2.1","% of Sale"," 31-DEC-18","10","90","N",
"Kidrobot Inc.","https://www.kidrobot.com/","38553","Kidrobot is the world's premier creator of limited edition art toys and apparel. Kidrobot creates toys, apparel, accessories, and other products in collaboration with many of the world's most talented artists and designers. Kidrobot brings art to life!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38553&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=296477&type=3&subid=0","Active","Kelsey Ellis","eCommerce & Digital Marketing Manager","Colorado","Boulder","1420 Pearl Street Suite 200","80302","US","303-217-9396","Kellis@kidrobot.com","7.00% commission on all goods","3.1","% of Sale","2014"," 28-JUN-14","30","90","N","N/A","7.00% commission on all goods","3.1","% of Sale"," 28-JUN-14","30","90","N",
"Kids N Bids","https://www.kidsnbids.com/","39009","Learning Made FUN! Kids-n-Bids ushers in a new era of education and fun by offering the first and only online auction site for children ages 5-9 years old. Kids play educational games to earn virtual currency to use in real toy auctions - Sign up today!
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39009_313867.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39009&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=313867&type=3&subid=0","Active","Sue Shartzer","Founder","Missouri","Kansas City","PO Box 901534 ","64152","US","816-787-3141","info@kidsnbids.com","$1.00 flat fee on selected goods; [$3.00 flat fee on selected goods,; $5.00 flat fee on selected goods]; ","3.1","Flat Fee","2014"," 15-NOV-18","30","90","N","N/A","$1.00 flat fee on selected goods; [$3.00 flat fee on selected goods,; $5.00 flat fee on selected goods]; ","3.1","Flat Fee"," 15-NOV-18","30","90","N",
"Knetgolf.com","http://www.knetgolf.com","3348","Shop Knetgolf.com - 
Home of the Half Price Golf Ball","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=3348&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=277727&type=3&subid=0","Active","Korey Shienfield","","Ontario","Markham ","420 Denison Street ","L3R 1B9","CA","905-470-7708 x236","korey@knetgolf.com","3.00%-9.00% commission on all goods","12.1","% of Sale","2012"," 31-DEC-16","2","90","N","N/A","3.00%-9.00% commission on all goods","12.1","% of Sale"," 31-DEC-16","2","90","N",
"Kohls Department Stores Inc","www.kohls.com","38605","Expect great things. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38605_297133_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38605&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=297133&type=3&subid=0","Active","Rachel Ziemer","Affiliate Marketing Analyst","Wisconsin","Menomonee Falls","N56 W17000 Ridgewood Drive ","53051","US","262-703-6726","ls-kohls@linkshare.com","4.00% commission on all goods","3.2","% of Sale","2013"," 20-JUL-14","10","90","N","N/A","4.00% commission on all goods","3.2","% of Sale"," 20-JUL-14","10","90","N",
"Kreyos","http://www.kreyos.com/","38867","Kreyos is a wearable computing company. Our flaghsip product, the Meteor is a voice/gesture-controlled Smartwatch and is one of the most successful crowd-funded Smartwatches on IndieGoGo. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38867&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=308626&type=3&subid=0","Active","The Kreyos Affiliate Team","Affiliate Program Manager","California","Sunnyvale","955 Benecia Avenue ","94085","US","(408) 520-9629","affiliates@kreyos.com","private |15.00%-20.00% commission on all goods","4.1","% of Sale","2013"," 31-DEC-18","90","90","N","N/A","15.00%-20.00% commission on all goods","3.1","% of Sale"," 31-DEC-18","90","90","N",
"LIfeStride","http://www.lifestride.com/","38504","From fashion boots to dress shoes to comfortable casuals, LifeStride has you covered with the most current looks and must-have styles you can enjoy all day and into the evening. LifeStride offers essential looks no wardrobe should be without.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38504_20130606_201831.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38504&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=294536&type=3&subid=0","Active","Erin Buehler","Affiliate Marketing Specialist","Missouri","St. Louis","8300 Maryland Ave. ","63105","US","3148543640","ebuehler@brownshoe.com","10.00% commission on all goods","3.1","% of Sale","2014"," 23-SEP-14","90","90","N","N/A","10.00% commission on all goods","3.1","% of Sale"," 23-SEP-14","90","90","N",
